problem_id,code,error_id_1,Knowledge_id_2,error_class_id
p3729,"#include<stdio.h>
int main()
{
    int x=0,l,r;
    double c,y;
    scanf(""%d%d%d"",&x,&l,&r);
    if(x<=100000)
        y=x*0.1;
    else if(x>100000&&x<=200000)
        y=100000*0.1+(x-100000)*0.075;
    else if(x>200000&&x<=400000)
        y=100000*0.1+100000*0.075+(x-200000)*0.05;
    else if(x>400000&&x<600000)
        y=100000*0.1+100000*0.075+200000*0.05+(x-400000)*0.03；
    else if(x>600000&&x<=1000000)
        y=100000*0.1+100000*0.075+200000*0.05+200000*0.03+(x-600000)*0.015;
    else
        y=100000*0.1+100000*0.075+200000*0.05+200000*0.03+400000*0.015+(x-1000000)*0.01;
    c=(y*0.6)/(r-1);
    printf(""0.2f"",c);
    return 0;
}",非英文字符-,无,E24
p3730,"#include<stdio.h>
int main()
{
    int x,l,r;
    double c,y;
    scanf(""%d%d%d"",&x,&l,&r);
    if(x<=100000)
        y=x*0.1;
    else if(x>100000&&x<=200000)
        y=100000*0.1+(x-100000)*0.075;
    else if(x>200000&&x<=400000)
        y=100000*0.1+100000*0.075+(x-200000)*0.05;
    else if(x>400000&&x<600000)
        y=100000*0.1+100000*0.075+200000*0.05+(x-400000)*0.03；
    else if(x>600000&&x<=1000000)
        y=100000*0.1+100000*0.075+200000*0.05+200000*0.03+(x-600000)*0.015;
    else
        y=100000*0.1+100000*0.075+200000*0.05+200000*0.03+400000*0.015+(x-1000000)*0.01;
    c=(y*0.6)/(r-1);
    printf(""0.2f"",c);
    return 0;
}",非英文字符-,无,E24
p3731,"#include<stdio.h>
int main(){
    float R=0,r,π=3.1415926;
    double s;
    scanf(""%d"",&R);
    r=R/2;
    s=r*r*π;
    printf(""%.4f\n"",s);
    return 0;
}",非英文字符-,无,E24
p3732,"#include<stdio.h>
#include<math.h>
int main()
{
    double x,s,r;
      π=3.1415926 
    scanf(""%lf"",&x);
    r=x/2;
    s=π*pow(r,2);
    printf(""%.4f"",s);
    return 0;
}",非英文字符-,无,E24
p3733,"#include<stdio.h>
int main()
{
    int l,r;
    double x,c,y;
    scanf(""%lf"",&x);
    scanf(""%d"",&l);
    scanf(""%d"",&r);
    if(x<=100000)
        y=x*0.1;
    else if(x>100000&&x<=200000)
        y=100000*0.1+(x-100000)*0.075;
    else if(x>200000&&x<=400000)
        y=100000*0.1+100000*0.075+(x-200000)*0.05;
    else if(x>400000&&x<600000)
        y=100000*0.1+100000*0.075+200000*0.05+(x-400000)*0.03；
    else if(x>600000&&x<=1000000)
        y=100000*0.1+100000*0.075+200000*0.05+200000*0.03+(x-600000)*0.015;
    else
        y=100000*0.1+100000*0.075+200000*0.05+200000*0.03+400000*0.015+(x-1000000)*0.01;
    c=(y*0.6)/(r-1);
    printf(""0.2f"",c);
    return 0;
}",非英文字符-,无,E24
p3734,"#include<stdio.h>
int main(){
    long int n,i;
    long int s[100];
    s[0]=0,s[1]=1;
    scanf(""%ld"",&n);
    for(i=2;i<=n;i++){
        s[i]=2*s[i-1]+s[i-2]；
    }
    printf(""%ld"",s[n]);
    return 0;
}",非英文字符-,无,E24
p3735,"#include<stdio.h>
int main()
{
    int i=0,j,n,a[1000];
    int x1,x2,x3,x4,x5;
    x1=0;
    x2=0;
    x3=0;
    x4=0;
    x5=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++){
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++){
        if(a[i]>=0&&a[i]<=59) x1++;
        else if(a[i]>=60&&a[i]<=69) x2++;
        else if(a[i]>=70&&a[i]<=79) x3++;
        else if(a[i]>=80&&a[i]<=89) x4++;
        else if(a[i]>=90&&a[i]<=100) x5++;
    }
    printf(""0-59 %d"",x1);
    printf(""60-69 %d"",x2);
    printf(""70-79 %d"",x3);
    printf(""80-89 %d"",x4);
    printf(""90-100 %d"",x5);
    
    return 0；
}",非英文字符-,无,E24
p3736,"#include<stdio.h>
int main()
{
    int i,j,n,a[1000];
    int x1,x2,x3,x4,x5;
    x1=0;
    x2=0;
    x3=0;
    x4=0;
    x5=0;
    scanf(""%d"",&n);
    for(i=0;i<n;i++){
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++){
        if(a[i]>=0&&a[i]<=59) x1++;
        else if(a[i]>=60&&a[i]<=69) x2++;
        else if(a[i]>=70&&a[i]<=79) x3++;
        else if(a[i]>=80&&a[i]<=89) x4++;
        else if(a[i]>=90&&a[i]<=100) x5++;
    }
    printf(""0-59 %d"",x1);
    printf(""60-69 %d"",x2);
    printf(""70-79 %d"",x3);
    printf(""80-89 %d"",x4);
    printf(""90-100 %d"",x5);
    
    return 0；
}",非英文字符-,无,E24
p3737,"#include<stdio.h>
int main()
{
    int y,m,d;
    scanf(""%d%d%d""，&y,&m,&d);
    if(y%400==0||y%4==0&&y%100!=0){
    d=d+1;}
    if(m==1){
        printf(""%d"",d);
    }
    if(m==2){
        printf(""%d"",31+d);
    }
    if(m==3){
        printf(""%d"",31+28+d);
    }
    if(m==4){
        printf(""%d"",31+28+31+d);
    }
    if(m==5){
        printf(""%d"",31+28+31+30+d);
    }
     if(m==6){
        printf(""%d"",31+28+31+30+31+d);
    }
     if(m==7){
        printf(""%d"",31+28+31+30+31+30+d);
    }
     if(m==8){
        printf(""%d"",31+28+31+30+31+31+31+d);
    }
    if(m==9){
        printf(""%d"",31+28+31+30+31+30+31+31+d);
    }
    if(m==10){
        printf(""%d"",31+28+31+30+31+30+31+31+30+d);
    }
    if(m==11){
        printf(""%d"",31+28+31+30+31+30+31+31+30+31+d);
    }
    if(m==12){
        printf(""%d"",31+28+31+30+31+30+31+31+30+31+30+d);
    }
    if(d=d+1){
        printf("" 1"");
    }
    return 0;
}",非英文字符-,无,E24
p3738,"#include<stdio.h>
int main()
{
    int y,m,d;
    scanf(""%d%d%d""，&y,&m,&d);
    if(y%400==0||y%4==0&&y%100!=0){
    d=d+1;}
    if(m=='1'){
        printf(""%d"",d);
    }
    if(m=='2'){
        printf(""%d"",31+d);
    }
    if(m=='3'){
        printf(""%d"",31+28+d);
    }
    if(m=='4'){
        printf(""%d"",31+28+31+d);
    }
    if(m=='5'){
        printf(""%d"",31+28+31+30+d);
    }
     if(m=='6'){
        printf(""%d"",31+28+31+30+31+d);
    }
     if(m=='7'){
        printf(""%d"",31+28+31+30+31+30+d);
    }
     if(m=='8'){
        printf(""%d"",31+28+31+30+31+31+31+d);
    }
    if(m=='9'){
        printf(""%d"",31+28+31+30+31+30+31+31+d);
    }
    if(m=='10'){
        printf(""%d"",31+28+31+30+31+30+31+31+30+d);
    }
    if(m=='11'){
        printf(""%d"",31+28+31+30+31+30+31+31+30+31+d);
    }
    if(m=='12'){
        printf(""%d"",31+28+31+30+31+30+31+31+30+31+30+d);
    }
    if(d=d+1){
        printf("" 1"");
    }
    return 0;
}",非英文字符-,无,E24
p3739,"#include<stdio.h>
int main()
{
    int y=0,m=0,d;
    scanf(""%d%d%d""，&y,&m,&d);
    if(y%400==0||y%4==0&&y%100!=0){
    d=d+1;}
    if(m=='1'){
        printf(""%d"",d);
    }
    if(m=='2'){
        printf(""%d"",31+d);
    }
    if(m=='3'){
        printf(""%d"",31+28+d);
    }
    if(m=='4'){
        printf(""%d"",31+28+31+d);
    }
    if(m=='5'){
        printf(""%d"",31+28+31+30+d);
    }
     if(m=='6'){
        printf(""%d"",31+28+31+30+31+d);
    }
     if(m=='7'){
        printf(""%d"",31+28+31+30+31+30+d);
    }
     if(m=='8'){
        printf(""%d"",31+28+31+30+31+31+31+d);
    }
    if(m=='9'){
        printf(""%d"",31+28+31+30+31+30+31+31+d);
    }
    if(m=='10'){
        printf(""%d"",31+28+31+30+31+30+31+31+30+d);
    }
    if(m=='11'){
        printf(""%d"",31+28+31+30+31+30+31+31+30+31+d);
    }
    if(m=='12'){
        printf(""%d"",31+28+31+30+31+30+31+31+30+31+30+d);
    }
    if(d=d+1){
        printf("" 1"");
    }
    return 0;
}",非英文字符-,无,E24
p3740,"#include<stdio.h>
int main()
{
    int a,b,x,n,h;
    scanf(""%d\n%d\n%d\n"",&a,&b,&x);
    {
    if(a<=100000)
    n=a*0.1;
    else if(a<=200000){
        n=a*0.1+（a-100000）*0.75；
    }
    else if（a>200000&&a<=400000){
    n=n+(a-200000)*0.05;}
    else if(a>400000&&a<=600000){
    n=n+(a-400000)*0.03;}
    else if(a>600000&&a<=1000000){
    n=n+(a-600000)*0.015;}
    else{
    n=n+(a-1000000)*0.01;}
    }
    if(b=2){
    h=n/x;}
    else if(b==1){
    h=n*0.4+(n-n*0.4)/(x-1);}
    printf(""%.2f"",h);
    return 0;
}",非英文字符-,无,E24
p3741,"#include<stdio.h>
int main()
{
    int y=0,m,d;
    scanf(""%d%d%d""，&y,&m,&d);
    if(y%400==0||y%4==0&&y%100!=0){
    d=d+1;}
    if(m=='1'){
        printf(""%d"",d);
    }
    if(m=='2'){
        printf(""%d"",31+d);
    }
    if(m=='3'){
        printf(""%d"",31+28+d);
    }
    if(m=='4'){
        printf(""%d"",31+28+31+d);
    }
    if(m=='5'){
        printf(""%d"",31+28+31+30+d);
    }
     if(m=='6'){
        printf(""%d"",31+28+31+30+31+d);
    }
     if(m=='7'){
        printf(""%d"",31+28+31+30+31+30+d);
    }
     if(m=='8'){
        printf(""%d"",31+28+31+30+31+31+31+d);
    }
    if(m=='9'){
        printf(""%d"",31+28+31+30+31+30+31+31+d);
    }
    if(m=='10'){
        printf(""%d"",31+28+31+30+31+30+31+31+30+d);
    }
    if(m=='11'){
        printf(""%d"",31+28+31+30+31+30+31+31+30+31+d);
    }
    if(m=='12'){
        printf(""%d"",31+28+31+30+31+30+31+31+30+31+30+d);
    }
    if(d=d+1){
        printf("" 1"");
    }
    return 0;
}",非英文字符-,无,E24
p3742,"#include<stdio.h>
// int main( ){ 
//     // int i,j,c=0;
	
// 	printf(""0"");
//     return 0;
// }
int fun()
{
	int  x = 1;
	int  y = 1;
	x += 2;
	y += 2;
	return  x+y;
}
int main()
{
	int  a,b;
	a = fun();
	b = fun();
	printf(“%d,%d”,a,b);
	return 0;
}",非英文字符-,无,E24
p3743,"#include<stdio.h>
int main()
{
    int a,b,x,n,h;
    scanf(""%d\n%d\n%d\n"",&a,&b,&x);
    {
    if(a<=100000)
    n=a*0.1;
    else if(a<=200000){
        n=n+(a-100000）*0.75；
    }
    else if(a>200000&&a<=400000){
    n=n+(a-200000)*0.05;}
    else if(a>400000&&a<=600000){
    n=n+(a-400000)*0.03;}
    else if(a>600000&&a<=1000000){
    n=n+(a-600000)*0.015;}
    else{
    n=n+(a-1000000)*0.01;}
    }
    if(b=2){
    h=n/x;}
    else if(b==1){
    h=n*0.4+(n-n*0.4)/(x-1);}
    printf(""%.2f"",h);
    return 0;
}",非英文字符-,无,E24
p3744,"#include<stdio.h>
int main()
{
    int x,y;
    scanf(""%d%d"",&x,&y);
    printf(“%d %d\n”,x--,--y);
    return 0;
}
",非英文字符-,无,E24
p3745,"#include<stdio.h>
// int main( ){ 
//     // int i,j,c=0;
	
// 	printf(""0"");
//     return 0;
// }
int fun();
int main()
{
	int a,b;
	a = fun();
	b = fun();
	printf(“%d,%d”,a,b);
	return 0;
}
int fun()
{
	int  x = 1;
	int  y = 1;
	x += 2;
	y += 2;
	return  x+y;
}",非英文字符-,无,E24
p3746,"#include<stdio.h>

void fun();
char c = ’a’;
void main()
{
	char  c;
	myfun( c );
	printf(“%c\n”,c+1);
}
void fun()
{
	c -= 32;
}
",非英文字符-,无,E24
p3747,"#include<stdio.h>
int main()
{
    int y,m,d;
    scanf(""%d%d%d""，&y,&m,&d);
    if(y%400==0||y%4==0&&y%100!=0){
    d=d+1;}
    if(m==1){
        printf(""%d"",d);
    }
    
    if(d=d+1){
        printf("" 1"");
    }
    return 0;
}",非英文字符-,无,E24
p3748,"#include<stdio.h>
int main()
{
    int y=0,m,d;
    scanf(""%d%d%d""，&y,&m,&d);
    if(y%400==0||y%4==0&&y%100!=0){
    d=d+1;}
    if(m==1){
        printf(""%d"",d);
    }
    if(m==2){
        printf(""%d"",31+d);
    }
    if(m==3){
        printf(""%d"",31+28+d);
    }
    if(m==4){
        printf(""%d"",31+28+31+d);
    }
    if(m==5){
        printf(""%d"",31+28+31+30+d);
    }
     if(m==6){
        printf(""%d"",31+28+31+30+31+d);
    }
     if(m==7){
        printf(""%d"",31+28+31+30+31+30+d);
    }
     if(m==8){
        printf(""%d"",31+28+31+30+31+31+31+d);
    }
    if(m==9){
        printf(""%d"",31+28+31+30+31+30+31+31+d);
    }
    if(m==10){
        printf(""%d"",31+28+31+30+31+30+31+31+30+d);
    }
    if(m==11){
        printf(""%d"",31+28+31+30+31+30+31+31+30+31+d);
    }
    if(m==12){
        printf(""%d"",31+28+31+30+31+30+31+31+30+31+30+d);
    }
    if(d=d+1){
        printf("" 1"");
    }
    return 0;
}",非英文字符-,无,E24
p3749,"#include<stdio.h>
int main()
{
    int x,n,t;
    double y=0,s=0;
    scanf(""%d %d %d"",&x,&n,&t);
    if(x<=100000)
    {
        y=0.1*x;
    }
    if(x>100000&&x<200000)
    {
        y=10000+(x-100000)*0.075;
    }
    if(x>=200000&&x<=400000)
    {
        y=(x-200000)*0.05;
    }
    if(x>400000&&x<=600000)
    {
        y=（x-400000)*0.03;
    }
    if(x>600000&&x<=1000000)
    {
        y=(x-600000)*0.015;
    }
    if(x>1000000)
    {
        y=(x-1000000)*0.01;
    }
    if(n=1)
    {
        s=(y-0.4*y)/(t-1);
    }
    if(n=2)
    {
        s=y/t;
    }
    printf(""%.2lf"",s);
    return 0;
}",非英文字符-,无,E24
p3750,"#include<stdio.h>

 int fun()
{
	int  x = 1;
	int  y = 1;
	x += 2;
	y += 2;
	return  x+y;
}
int main()
{
	int  a,b;
	a = fun();
	b = fun();
	printf(“%d,%d”,a,b);
	return 0;
}
",非英文字符-,无,E24
p3751,"#include<stdio.h>
int main(){
    char a,b;
    a=getchar();
    if（（a>='a'）&&(a<='z')）{
        b=a-32;
        printf(""%c"",b);
    }
    else if((a>='A')&&(a<='Z')){
        b=a+32;
        printf(""%c"",b);
    }
    return 0;
}",非英文字符-,无,E24
p3752,"#include<stdio.h>
int main(){
    char a;
    a=getchar()；
    scanf(""%c"",&a);
    if(a<(a+32)){
        printf(""%c"",a=a+32);
    }
    if(a>(a+32)){
        printf(""%c"",a=a-32);
    }
    return 0;
}",非英文字符-,无,E24
p3753,"#include<stdio.h>
int main()
{
    int C；
    float F；
    scanf(""%d""，&C)；
    F=(float)9*C/5+32；
    printf(""%.2F""，F)；
    return 0；
}",非英文字符-,无,E24
p3754,"#include<stdio.h>
int main(){
    int h,x;
    float a;
    scanf(""%d %d""，&h,&x);
    a=h/100.0;
    float BMI=y/(a*a); 
    if(BMI>=18&&BMI<=24){
        printf(""Good!"");
    }
    else if(BMI>24){
        int W=(x-24*(a*a)+1);
        printf(""Too fat!\n%d"",w);
    }
    else{
        int W=(18*（a*a)-x+1);
        printf(""Too thin!\n%d""，w);
    }
    return 0;
}",非英文字符-,无,E24
p3755,"#include<stdio.h>
int main(){
    int a,b;
    scanf(""%d %d"",&a,&b);
    while(a+b){
        a=0；
        b=0;
    }
    printf(""%d"",a+b);
    return 0;
}",非英文字符-,无,E24
p3756,"#include<stdio.h>
int main(){
int a, b, c, max;
scanf(""%d%d%d"",&a， &b， &c)；
max=a;
if(max<b){
    max=b;
}
if(max<c){
    max=c;
}
printf(""最大值为%d"",&max);
eturn 0;
}",非英文字符-,无,E24
p3757,"#include<stdio.h>
int main()
{
    int n;
    scanf(""%d""，&n);
    for(i=1;i<=n+1;i++)
    {
        for(j=1;j<=n+i;j++)
    {
        if(j>=n+2-i)
        printf(""*"");
        else
    printf("" "");
    }
    }
    for(i=1;i<=n;i++)
    {
        for(j=1;j<=2*n+1-i;j++)
        {
            if(j<=i)
            {printf("" "")}
            else
            {
                printf(""*"");
            }
        }
    }
    return 0;
}",非英文字符-,无,E24
p3758,"#include<stdio.h>
int main()
{
    int a,b;
    for(int i=1000;i<10000;i++)
    {
       a=i%100;
       b=(i-a)/100；
        if((a+b)*(a+b)==i)
        {
            printf(""%d\n"",i);
        }
    }
    return 0;
}
",非英文字符-,无,E24
p3759,"#include<stdio.h>
#include<math.h>
int main ()
{
    char c;
    int a ,b ,d;
    
    scanf(""%d %d %c"",&a,&b,&c);
    switch (c)
    {
    case '+': printf(""%d\n"",d,d = a +b);break;
    case '-': printf(""%d\n"",d, d =a-b);break;
    case '*': printf(""%d\n"",d, d = a*b);break;
    case '/':
    if (b ==0)
    printf(“Divided by zero!\n”);
    else
    {
    if (b != 0)
    printf(""%d\n"",d,d = a /b);}
    break;
    
    default : printf (“Invalid operator!\n”);
    }
    return 0;
}
",非英文字符-,无,E24
p3760,"#include<stdio.h>
int main()
{
    int a,b,c,d,e,i,j,h,m,n;
    scanf(""%d"",&e);
    a=e/1000;
    b=e%1000/100;
    c=e%1000%100/10;
    d=e%1000%100%10;
    i=(a+5)%10,j=(b+5)%10,h=(c+5)%10,m=(d+5)%10;
    n=m*1000+h*100＋g*10+f*1;
    printf(""%d"",n);
    return 0;
}",非英文字符-,无,E24
p3761,"#include<stdio.h>
int main(){
    int i=1;
    while(i%3==2&&i%5==3&&i%7==2){
        i++;
        printf(“%d/n”,i);
    }
    return 0;
}",非英文字符-,无,E24
p3762,"#include<stdio.h>
int main(){
    int n,x,y,s,h;
    scanf(""%d"",&n);s=60*x;h=3600*y;
    if((n>=60&&n<3600)){
        x=n/60;n=(n-s）%60;y=00;
                        }else{
        x=00;y=00;n=n;
    }
    if((n>=3600&&n<84600)){
        y=n/3600;x=(n-h)/60;n=(n-3600*y-60*x)%60;
    }
    printf(""%d:%d:%d"",y,x,n);
    return 0;
}",非英文字符-,无,E24
p3763,"#include<stdio.h>
int main(){
    int a,b,c,d,n,m;
    scanf(""%d%d"",&n,&m);
    n=n*3;
    for(a=0;a<=n/15;a++)
    for(b=0;b<=n/9;b++)
    for(c=0;c<=m;c++){
        d=c%3;
        if(d==0&&a*15+b*9+c==n&&a+b+c==m){
            printf(""%d %d %d"",a,b,c);
        }
    }
    return 0；
}",非英文字符-,无,E24
p3764,"#include<stdio.h>
int main(){
    int n,max=0,idx=0;
    scanf(""%d"",&n);
    int a[n]；
    int i;
    for(i=0;i<n;i++){
        scanf(""%d"",a+i);
    }
    for(i=0;i<n;i++){
        if(a[i]+a[i+1]+a[i+2]+a[i+3]>max){
            max=a[i]+a[i+1]+a[i+2]+a[i+3];
            idx=i;
        }
    }
    printf(""%d\n"",max);
    printf(""%d"",idx);
    return 0;
}",非英文字符-,无,E24
p3765,"#include<stdio.h>
int main(math)
{
    int m=0,n,x，z;
    scanf(""%d%d"",&m,&n);
    x=m/n;
    z=m%n;
    if(z==0){
      printf(""%d"",x);  
    }else{
        x=x+1;
        printf(""%d"",x)
    }
    return 0;
}",非英文字符-,无,E24
p3766,"#include<stdio.h>
int main(){
    int N,sum=0;
    scanf(""%d"",&N);
    while(N>0){
        sum=sum+N%10；
        N=n/10;
    }
    return 0;
}",非英文字符-,无,E24
p3767,"#include<stdio.h>
int main(){
    int n;
    scanf(""%d"",&n);
    if(n<10&&n>=1){
        if(n%6==0 ||n%7==0){
            printf(""YES"");
        }else{
            printf(""NO"");
        }
    }
    if(n>=10&&n<100){
        if(n%67==0 || n%76==0){
            printf(""YES"");
        }else{
            printf(""NO"");
        }
    }
    if(n>=100&&n<=1000){
        if((n%666==0) || (n%777==0) || （n%667==0） ||（ n%677==0 ）||（n%766==0 ）||（ n%776==0）){
            printf(""YES"");
        }else{
            printf(""NO"");
        }
    }
    
    
    return 0;
}",非英文字符-,无,E24
p3768,"#include<stdio.h>
int main(){
    int n=0;
    float h,m;
    scanf(""%d"",&n);
    h=n/3600;
    m=n/60;
    printf(""%.2f:%.2f:%.2d""，h,m,n);
    return 0;
}",非英文字符-,无,E24
p3769,"#include<stdio.h>
int main()
{
    int max=88,min,a[10000],m,i;
    scanf(""%d"",&m);
    for(i=0;i<m;i++)
    {
        scanf(""%d"",&a[i]);
    }
    max=a[0];
    min=a[0];
    for(i=0;i<m;i++)
    {
        if(max<a[i])
        {max=a[i];}
        if(min>a[i])
        {min=a[i];}
    }
    printf(""%d"",max-min);
    return 0；
}",非英文字符-,无,E24
p3770,"#include<stdio.h>
int main (void)
{
    long int n,a[10000]，max,min;
    int i,j;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        if(a[i]>a[i+1])
        max=a[i];
        if(a[i]<a[i+1])
        min=a[i];
    }
    printf(""%d"",max-min);
    return 0;
}",非英文字符-,无,E24
p3771,"#include<stdio.h>
int main()
{
    int max=99,min,a[10000],m,i;
    scanf(""%d"",&m);
    for(i=0;i<m;i++)
    {
        scanf(""%d"",&a[i]);
    }
    max=a[0];
    min=a[0];
    for(i=0;i<m;i++)
    {
        if(max<a[i])
        {max=a[i];}
        if(min>a[i])
        {min=a[i];}
    }
    printf(""%d"",max-min);
    return 0；
}",非英文字符-,无,E24
p3772,"#include<stdio.h>
int main (void)
{
    long int n,a[10000]，max,min;
    int i;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        if(a[i]>a[i+1])
        max=a[i];
        if(a[i]<a[i+1])
        min=a[i];
    }
    printf(""%d"",max-min);
    return 0;
}",非英文字符-,无,E24
p3773,"#include<stdio.h>
int main (void)
{
    long int n,a[10000]，max,min,x;
    int i;
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&a[i]);
    }
    for(i=0;i<n;i++)
    {
        if(a[i]>a[i+1])
        max=a[i];
        if(a[i]<a[i+1])
        min=a[i];
    }
    x=max-min;
    printf(""%d"",x);
    return 0;
}",非英文字符-,无,E24
p3774,"#include<stdio.h>
#include<math.h>
int main（）
{
    int i,n,min,max,c;
    int s[10000];
    scanf(""%d"",&n);
    for(i=0;i<n;i++)
    {
        scanf(""%d"",&s[i]);
    }
    min=s[0];
    max=s[0];
    for(i=1;i<n;i++)
    {
        if(s[i]>max)
        {
            max=s[i];
        }
        if(s[i]<min)
        {
            min=s[i];
        }
    }
    c=max-min;
    printf(""%d\n"",c);
    return 0;
}",非英文字符-,无,E24
